,address,categories,city,country,latitude,longitude,name,postalCode,province,reviews.rating,reviews.text,reviews.title,reviews.username
2583,San Felipe,"Hotel,Hotels",Pittsville,US,31.02996,-114.8303,El Cortez,21850,MD,1.0,"Do not ever stay at this hotel. Four girlfriends went to San Felipe for the weekend in November 2014 and decided to stay at the El Cortez. Big, costly mistake. They all got robbed the first night there by brazen employees who entered their rooms! They stole my girlfriend's purse while she was sleeping in the room! There was no... More",Got Robbed from Staffers and Cops did nothing!,Jackie D
2593,607 Main St,"Hotels,Amusement Places & Arcades,Lodging,Banquet Halls & Reception Facilities,Motels,Wedding Reception Locations & Services,Restaurants",Regent,US,46.41884,-102.561844,Enchanted Castle Hotel,58650,ND,5.0,"My wife and I stayed with these folks at the end of May - at first we weren't to sure. The building has a different feel to it. What I will say is br br 1.) amazing bar / restaurant br 2.) the nicest people in the world! (I'm from Chicago, so...) br 3.) an overall cool experience. br brWe drove down the enchanted highway and stopped at each of the sculptures (I believe the first one off the expressway is in the Guinness book of world records for the largest sculpture of recycled / repurposed scrap). On day 1, we ate at the local pub (there's only 1, so you can't miss it). Once again - friendly folks, great cookin' (and cold beer!). We also toured the many historical buildings there onsite. Wonderfully warm folks - it makes me think how different the world would be if we all treated each other as nicely. So the bottom line - Regent and the Enchanted Castle get two thumbs up. If you're passing through that part of North Dakota, don't miss it.",,Bernard D.
2596,855 Pasquinelli Dr,Hotels,Westmont,US,41.81644,-87.955,Extended Stay America - Chicago - Westmont - Oak Brook,60559,IL,2.0,Hotel amenities are really not good. We took extended stay because it will come with kitchen. Stove was not working. Sofa is not clean.. it has all the dust. No vessels inside kitchen. We have to ask for everything in the front desk.,Below average,A Traveler
2659,1401 N Mack Smith Rd,Hotels & Motels,Chattanooga,US,34.994744,-85.225664,Extended Stay America,37412,TN,,"Editorial Review by Citysearch Editors Spacious studio suites cater to corporate travelers with separate kitchen, dining and sleeping areas plus workspace with data ports and voicemail.",,Contributor
2660,3750 Meridian St,"Corporate Housing,Corporate Lodging,Reception Centers,Government Contractors,Hotels,Banquet Halls & Reception Facilities,Family-Friendly Hotels,Hotels & Motels,Budget Hotels,Lodging,Business Hotels,Motels",Bellingham,US,48.781123,-122.485944,Econo Lodge,98225,Fairhaven,,"The hotel's quirky little mascot--a bobble head named Red--stands for all the comforts of home at a budget-friendly price. In ShortThe tiled red-roofed inn has been a mainstay for travelers in search of value and relaxation since 1973. Standard rooms boast cable TV, coffee makers and unlimited local telephone calls. Additional property features include free USA Today in the lobby on weekdays and photocopy and fax services for a modest charge. Deluxe rooms have the added conveniences of a small microwave and refrigerator. Families may request cribs and rollaway beds at no charge.",,Contributor
2662,222 W Sequoyah Access Rd,"Hotel,Hotels",Soddy Daisy,US,35.250668,-85.18146,Hometown Inn,37379,TN,4.0,Hotel was clean and housekeeping cleaned the rooms daily with fresh towels. Room also has a fridge and microwave in it. The front desk was polite. I will be going back again because in Soddy there is just so much to do. Oh there is a train and you might here it from time to time.,Nice and Clean,Crystal R
2690,2500 6th St,Hotels,Brookings,US,44.31141,-96.76286,Days Inn Brookings,57006,SD,2.0,Would have been a better trip. But between the kids running up and down hallway and slamming doors. And the drunks talking loud and slamming doors at 1:30 in the morning. I will not be staying here anymore.,Loud,Lourenda
2743,507 Minnesota Ave,"Hotels,Lodging,Motels",Mott,US,46.374714,-102.33582,Pheasant Manor,58646,ND,0.0,to share your opinion of this businesswith YP visitors across the United Statesand in your neighborhood,,write a review
2744,3 Harshaw Creek Rd,"Bed & Breakfasts,Retreat Houses,Hotels & Motels",Patagonia,US,31.52159,-110.70107,Spirit Tree Inn B & B,85624,Lochiel,,"Accommodations were great. Very comfortable and clean. Great breakfast! Loved chatting over breakfast. The dogs loved the property and the B B dog villa. Overall, a very nice stay. I would definitely stay here again!",,miltonm t.
2766,2970 Main Ave,"Hotels,Budget Hotels,Hotels & Motels",Durango,US,37.295963,-107.872714,Durango Travelodge,81301,Hermosa,2.0,Needs refurbishment badly. Over priced.,,A Traveler
2841,508 Yellowstone Ave,"Hotels,Motels",Cody,US,44.516968,-109.08419,Americinn Lodge and Suites,82414,WY,0.0,to share your opinion of this businesswith YP visitors across the United Statesand in your neighborhood,,write a review
2842,956 S 25th St W,"Hotels & Motels,Hotel",Billings,US,45.7522,-108.58104,Residence Inn Billings,59102-7471,MT,5.0,"First of all I have always been treated very respectively every time I have ever stayed at a Marriott Hotel. I like to rent a room every couple of months for my own solitude and when I do depending on if the establishment has a pool or not, I will let my 13-year-old daughter come with me and invite her... More",Rude lady in the hot tub...,Amy C
2881,2075 N Us State Nighway 360,Hotels,Grand Prairie,US,32.783764,-97.06028,Best Western Plus Arlington North Hotel and Suites,75050,TX,4.0,"Good stay, but the breakfast buffet wasn't good at all.",Good stay,A Traveler
2945,6422 Baltimore National Pike,"Hotels,Motels,Halls Auditoriums & Ballrooms,,Meeting & Event Planning Services",Catonsville,US,39.284878,-76.758835,Knights Inn,21228,MD,0.0,to share your opinion of this businesswith YP visitors across the United Statesand in your neighborhood,,write a review
2946,102 N Alvernon Way,Hotels,Tucson,US,32.223615,-110.909418,La Quinta Inn and Suites Tucson - Reid Park,85711,AZ,5.0,"We found the hotel very nice and recently renovated. The room was very clean and spacious with everything we needed. The staff was exceptionally polite, friendly and helpful. Everyone from the desk clerks to the cleaning staff and breakfast staff went out of their way to make our stay enjoyable.",Great staff!,Joseph
3020,2759 Mcdonald Rd,"Extended Stay,Family-Friendly Hotels,Budget Hotels,Hotels & Motels,Business Hotels,Beach Hotels,Lodging,Weekend Getaway Hotels,Tourist Hotels",Tyler,US,32.322578,-95.265008,Staybridge Suites Tyler University Area,75701-6029,TX,5.0,Can't wait to stay with Staybridge on our next trip through Texas. Me and my family we're so pleased with the hospitality of the staff and our joining rooms were very clean. We couldn't have asked for a better experience. We will definitely be staying with Staybridge in the future. I recommended anyone needing a place to stay in Tyler... More,Excellent,816jameyc
3048,1888 Cumberland Falls Hwy,"Hotels,Family-Friendly Hotels,Budget Hotels,Hotels & Motels",Corbin,US,36.920051,-84.127582,Country Inn and Suites By Carlson Corbin,40701,KY,5.0,"Hotel was clean and comfortable, decent breakfast. All we needed for an overnight stay enroute.","Clean, comfortable, friendly",Jessica
3135,7653 N Owasso Expy,"Hotels,Hotel",Owasso,US,36.265007,-95.846871,Best Western Owasso Inn & Suites,74055-3339,OK,5.0,"Motel is EASY to access. They have a MAIN entrance to reach this motel that is clearly marked. However, there are 2 other points of access --one is thru the parking lot of Braums and the other is just East of this thru another private business. I mention this only because of another comment made earlier about Braums being the... More","Easy access and friendly, courteous, and efficient staff.",Jerri H
3150,125 E Sir Francis Drake Blvd,"Hotels,Motels",Larkspur,US,37.9443,-122.50554,Truckee Tahoe Htl Larkspur,94939,CA,0.0,to share your opinion of this businesswith YP visitors across the United Statesand in your neighborhood,,write a review
3152,747 Buffalo Creek Rd,"Resorts & Vacation Cottages,Hotels,Homes & Residential Real Estate,Villas,Golf Courses",Lake Lure,US,35.452157,-82.171594,Wyndham Resort At Fairfield Mountains,28746,NC,5.0,"Great area with lots to do. Unit was 1 bedroom with lots of space and great view of 10th hole on Apple Valley Golf Course. Units built in 80s could stand updating but are still nice. We went to Chimney Rock State Park, Flowering Bridge, Carl sandburg's house and the Biltmore Estate. All of these are worth seeing. Biltmore is... More",Wyndham at Rumbling Bald Resort,nm_flag
3166,2725 1st Ave,Hotels,Spearfish,US,44.48047,-103.81389,Quality Inn Spearfish,57783,SD,3.0,"The hotel was nice for the price. However, the Air Conditioner made so much noise when it turned off and on that it continually awakened us throughout both nights of our stay. Therefore, our sleep was continually interrupted. The bathroom door would not close without giving it a shove since the tile on floor must have been warped or too high. Also, if we did not lift the toilet lever up physically, the water would run forever. Otherwise, we were thankful to have a place to stay.",,A Traveler
3213,102 S 2nd St,"Bed & Breakfast & Inns,Hotels",Pierce,US,42.19905,-97.52609,The White House Inn,68767,NE,0.0,to share your opinion of this businesswith YP visitors across the United Statesand in your neighborhood,,write a review
3214,505 1st Ave N,"hotel,Hotels",Seattle,US,47.62332,-122.35542,Inn At Queen Anne,98109,WA,3.4,Great deal and awesome little room. Basically like living in a comfy dorm room for a,,
3330,4171 Boatways Rd,"Hotels & Motels,Family-Friendly Hotels,Budget Hotels,Lodging,Business Hotels",Fort Myers,US,26.683669,-81.796281,Comfort Inn,33905,FL,,"Budget-conscious travelers enjoy a free, daily continental breakfast and newspaper at this worldwide chain famous for comfort. In ShortSince 1981, leisure and business travelers have enjoyed gracious service and comfortable accommodations at budget-friendly prices. Standing behind its 100 percent guest satisfaction guarantee, the property offers customers a full refund if any problem cannot be resolved. Rooms include a 25-inch TV with premium channels, in-room coffee and comfortable work space. Guests looking for an exercise fix can get their adrenaline pumping in the pool or exercise room (select locations feature both).",,Cory Birkett
3349,1317 S Federal Hwy,"Hotels,Lodging,Motels,Travel & Transport",Fort Lauderdale,US,26.10565,-80.136986,Budget Inn South,33316,Port Everglades,4.0,My wife and i stayed at 2 nights at this hotel it was very clean and safe .The manager and staff made us feel at home and was always willing to assist in any questions we had about the Ft lauderdale area we were in .,clean and comfertable,richiezrsaga1
3352,2855 Main St,Hotels,Irvine,US,33.67971,-117.837279,Residence Inn By Marriott Irvine John Wayne Airport,92614,CA,3.0,"The staff is very accommodating and friendly. The Assistant Manager, Mr. Cure, attempted to do his best when Marriott Rewards, in changing our reservation from Paid with to Paid with Points, did NOT transfer our 9 months standing request at this hotel for a wheelchair accessible ONE Bedroom. Mr Cure readily admitted it was a Marriott human error The... More",Wonderful Staff BUT room for improvement,Lynn Williams P
3446,65 S E First Ln,"Hotel,Hotels",Lamar,US,37.486855,-94.29853,Blue Top Inn,64759,MO,4.0,For the money you can't go wrong. The 50 rooms are average but the 75 rooms are much updated and nice. The breakfast coupon that you get for Denny's across the street is fabulous and the service is excellent! Wi fi did not work.,Price is Right,Dee Anna H
